2,0,2,2021-09-09 13:34:48.788640
2,0,2,2021-09-09 13:34:53.971121
2,0,2,2021-09-09 13:39:58.539837
2,0,2,2021-09-09 13:45:03.562302
2,0,2,2021-09-09 13:50:08.092855
2,0,2,2021-09-09 13:55:13.311309
2,0,2,2021-09-09 14:00:17.844199
2,0,2,2021-09-09 14:05:22.455402
2,0,2,2021-09-09 14:10:27.060573
2,0,2,2021-09-09 14:15:31.700495
2,0,2,2021-09-09 14:20:36.476445
2,0,2,2021-09-09 14:25:41.266258
2,0,2,2021-09-09 14:30:46.277223
2,0,2,2021-09-09 14:35:51.552935
2,0,2,2021-09-09 14:40:56.545860
2,0,2,2021-09-09 14:46:01.715595
2,0,2,2021-09-09 14:51:07.687854
2,0,2,2021-09-09 14:56:12.829329
2,0,2,2021-09-09 15:01:17.978916
1,0,1,2021-09-09 15:06:23.499418
1,0,1,2021-09-09 15:11:29.128680
1,0,1,2021-09-09 15:16:34.682555
1,0,1,2021-09-09 15:21:40.149482
1,0,1,2021-09-09 15:26:45.633198
1,0,1,2021-09-09 15:31:51.281120
1,0,1,2021-09-09 15:36:57.561417
1,0,1,2021-09-09 15:42:04.198130
1,0,1,2021-09-09 15:47:09.818466
1,0,1,2021-09-09 15:52:15.667263
1,0,1,2021-09-09 15:57:21.490815
1,0,1,2021-09-09 16:02:27.284123
1,0,1,2021-09-09 16:07:33.300377
1,0,1,2021-09-09 16:12:39.258495
1,0,1,2021-09-09 16:17:45.234728
1,0,1,2021-09-09 16:22:51.342148
1,0,1,2021-09-09 16:27:57.728738
1,0,1,2021-09-09 16:33:04.482891
1,0,1,2021-09-09 16:38:10.753933
1,0,1,2021-09-09 16:43:17.509895
1,0,1,2021-09-09 16:48:23.753306
1,0,1,2021-09-09 16:53:30.231247
1,0,1,2021-09-09 16:58:36.700785
1,0,1,2021-09-09 17:03:43.142722
1,0,1,2021-09-09 17:08:50.028684
1,0,1,2021-09-09 17:13:56.658337
1,0,1,2021-09-09 17:19:03.661526
1,0,1,2021-09-09 17:24:10.696423
1,0,1,2021-09-09 17:29:17.484553
1,0,1,2021-09-09 17:34:24.272682
1,0,1,2021-09-09 17:39:31.081793
1,0,1,2021-09-09 17:44:37.964630
1,0,1,2021-09-09 17:49:44.815661
1,0,1,2021-09-09 17:54:52.122816
1,0,1,2021-09-09 17:59:59.172653
1,0,1,2021-09-09 18:05:06.645248
1,0,1,2021-09-09 18:10:13.838689
1,0,1,2021-09-09 18:15:21.358374
1,0,1,2021-09-09 18:20:28.724688
1,0,1,2021-09-09 18:25:36.054879
1,0,1,2021-09-09 18:30:43.413625
1,0,1,2021-09-09 18:35:51.051285
1,0,1,2021-09-09 18:40:58.659394
1,0,1,2021-09-09 18:46:06.759543
1,0,1,2021-09-09 18:51:14.430199
1,0,1,2021-09-09 18:56:22.119367
1,0,1,2021-09-09 19:01:29.915900
1,0,1,2021-09-09 19:06:37.806240
1,0,1,2021-09-09 19:11:45.706210
1,0,1,2021-09-09 19:16:53.615582
1,0,1,2021-09-09 19:22:01.979114
1,0,1,2021-09-09 19:27:10.080072
1,0,1,2021-09-09 19:32:18.242646
1,0,1,2021-09-09 19:37:26.510337
1,0,1,2021-09-09 19:42:35.066698
1,0,1,2021-09-09 19:47:43.313342
1,0,1,2021-09-09 19:52:51.698099
1,0,1,2021-09-09 19:58:00.447399
1,0,1,2021-09-09 20:03:08.994887
1,0,1,2021-09-09 20:08:17.562942
1,0,1,2021-09-09 20:13:26.173469
1,0,1,2021-09-09 20:18:34.724156
1,0,1,2021-09-09 20:23:43.500737
1,0,1,2021-09-09 20:28:52.354641
1,0,1,2021-09-09 20:34:01.448054
1,0,1,2021-09-09 20:39:10.492065
1,0,1,2021-09-09 20:44:19.416986
1,0,1,2021-09-09 20:49:28.285390
1,0,1,2021-09-09 20:54:37.423273
1,0,1,2021-09-09 20:59:46.587311
1,0,1,2021-09-09 21:04:56.015967
1,0,1,2021-09-09 21:10:05.559531
1,0,1,2021-09-09 21:15:14.953943
1,0,1,2021-09-09 21:20:25.047464
1,0,1,2021-09-09 21:25:34.582303
1,0,1,2021-09-09 21:30:44.091653
1,0,1,2021-09-09 21:35:53.727990
1,0,1,2021-09-09 21:41:03.376403
1,0,1,2021-09-09 21:46:13.039725
1,0,1,2021-09-09 21:51:22.770853
1,0,1,2021-09-09 21:56:32.570490
1,0,1,2021-09-09 22:01:42.364964
1,0,1,2021-09-09 22:06:52.712302
1,0,1,2021-09-09 22:12:02.786724
1,0,1,2021-09-09 22:17:12.933098
1,0,1,2021-09-09 22:22:23.124699
1,0,1,2021-09-09 22:27:33.305739
1,0,1,2021-09-09 22:32:43.711887
1,0,1,2021-09-09 22:37:53.956103
1,0,1,2021-09-09 22:43:04.678473
1,0,1,2021-09-09 22:48:14.976558
1,0,1,2021-09-09 22:53:25.431189
1,0,1,2021-09-09 22:58:35.920758
1,0,1,2021-09-09 23:03:46.539814
1,0,1,2021-09-09 23:08:57.262386
1,0,1,2021-09-09 23:14:07.990930
1,0,1,2021-09-09 23:19:18.694248
1,0,1,2021-09-09 23:24:29.539424
1,0,1,2021-09-09 23:29:40.515778
1,0,1,2021-09-09 23:34:51.371778
1,0,1,2021-09-09 23:40:03.115726
1,0,1,2021-09-09 23:45:14.174271
1,0,1,2021-09-09 23:50:25.111520
1,0,1,2021-09-09 23:55:37.091709
1,0,1,2021-09-10 00:00:48.545988
1,0,1,2021-09-10 00:06:00.024206
1,0,1,2021-09-10 00:11:11.505356
