Timestamp,Field Bus1.Plant_Boilers.HWS-T,Field Bus1.Plant_Boilers.HWR-T,Field Bus1.Plant_Boilers.HWS-TEffSetpnt
2022-06-01 00:00:37,119.84369659423828,98.51847076416016,90.0
2022-06-01 00:03:37,120.61626434326172,98.29684448242188,90.0
2022-06-01 00:06:37,120.38668060302734,98.51870727539062,90.0
2022-06-01 00:09:37,120.15037536621094,97.51627349853516,90.0
2022-06-01 00:12:37,118.87506866455078,96.99104309082031,90.0
2022-06-01 00:15:37,117.86768341064453,94.8726577758789,90.0
2022-06-01 00:18:37,115.69329071044922,93.95267486572266,90.0
2022-06-01 00:21:37,114.259765625,91.34038543701172,90.0
2022-06-01 00:24:37,112.04405212402344,90.4170913696289,90.0
2022-06-01 00:27:37,110.60783386230469,88.13398742675781,90.0
2022-06-01 00:30:37,108.39297485351562,87.11769104003906,90.0
2022-06-01 00:33:37,106.79732513427734,84.66061401367188,90.0
2022-06-01 00:36:37,104.40153503417969,83.57782745361328,90.0
2022-06-01 00:39:37,103.4631576538086,81.75214385986328,90.0
2022-06-01 00:42:37,102.68895721435547,80.13235473632812,90.0
2022-06-01 00:45:37,102.47550964355469,79.06999206542969,90.0
2022-06-01 00:48:37,101.87639617919922,77.7068862915039,90.0
2022-06-01 00:51:37,102.9699478149414,78.02880096435547,90.0
2022-06-01 00:54:37,103.77877044677734,78.02880096435547,90.0
2022-06-01 00:57:37,103.77877044677734,77.73454284667969,90.0
2022-06-01 01:00:37,103.78388977050781,77.73454284667969,90.0
2022-06-01 01:03:37,104.23265075683594,77.73454284667969,90.0
2022-06-01 01:06:37,104.23265075683594,77.95053100585938,90.0
2022-06-01 01:09:37,104.48758697509766,78.15076446533203,90.0
2022-06-01 01:12:37,104.69481658935547,78.15076446533203,90.0
2022-06-01 01:15:37,104.69481658935547,78.37696075439453,90.0
2022-06-01 01:18:37,104.91844177246094,78.59102630615234,90.0
2022-06-01 01:21:37,104.91844177246094,78.59102630615234,90.0
2022-06-01 01:24:37,104.60554504394531,78.23836517333984,90.0
2022-06-01 01:27:37,103.92923736572266,77.8150863647461,90.0
2022-06-01 01:30:37,104.15135955810547,77.59921264648438,90.0
2022-06-01 01:33:37,104.15135955810547,77.59921264648438,90.0
2022-06-01 01:36:37,104.35099792480469,77.59921264648438,90.0
2022-06-01 01:39:37,104.55404663085938,77.59921264648438,90.0
2022-06-01 01:42:37,104.55404663085938,77.59921264648438,90.0
2022-06-01 01:45:37,104.55404663085938,77.59921264648438,90.0
2022-06-01 01:48:37,104.7572021484375,77.59921264648438,90.0
2022-06-01 01:51:37,104.7572021484375,77.59921264648438,90.0
2022-06-01 01:54:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 01:57:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:00:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:03:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:06:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:09:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:12:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:15:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:18:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:21:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:24:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:27:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:30:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:33:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:36:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:39:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:42:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:45:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:48:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:51:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:54:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 02:57:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 03:00:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 03:03:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 03:06:37,104.7572021484375,77.79818725585938,90.0
2022-06-01 03:09:37,104.7572021484375,78.00391387939453,90.0
2022-06-01 03:12:37,104.96207427978516,78.00391387939453,
2022-06-01 03:12:39,,,90.0
2022-06-01 03:15:37,104.96207427978516,78.00391387939453,90.0
2022-06-01 03:18:37,104.96207427978516,78.00391387939453,90.0
2022-06-01 03:21:37,104.96207427978516,78.00391387939453,90.0
2022-06-01 03:24:37,104.96207427978516,78.00391387939453,90.0
2022-06-01 03:27:37,104.755615234375,78.00391387939453,90.0
2022-06-01 03:30:37,104.755615234375,77.80517578125,90.0
2022-06-01 03:33:37,104.755615234375,77.80517578125,90.0
2022-06-01 03:36:37,104.755615234375,77.80517578125,90.0
2022-06-01 03:39:37,104.755615234375,77.80517578125,90.0
2022-06-01 03:42:37,104.755615234375,77.80517578125,90.0
2022-06-01 03:45:37,104.755615234375,77.80517578125,90.0
2022-06-01 03:48:37,104.755615234375,77.80517578125,90.0
2022-06-01 03:51:37,104.755615234375,77.57090759277344,90.0
2022-06-01 03:54:37,104.45391845703125,76.98567962646484,90.0
2022-06-01 03:57:37,103.70518493652344,76.49655151367188,90.0
2022-06-01 04:00:37,103.93914031982422,76.29749298095703,90.0
2022-06-01 04:03:37,103.86092376708984,75.47727966308594,90.0
